Timestamp,Window_Title,Category,Confidence_Reason,Duration_Seconds,FQS_Score
2025-11-08 01:10:06,cognitive Digital Health Coach - Google Search - Google Chrome,Low Load,"Searching on Google typically involves browsing and finding information, which is a straightforward task and thus categorized as 'Low Load'.",5,98.74389392882065
2025-11-08 01:10:11,cognitive Digital Health Coach - Google Search - Google Chrome,Low Load,"Searching on Google typically involves browsing and finding information, which is a straightforward task and thus categorized as 'Low Load'.",5,98.74389392882065
2025-11-08 01:10:16,cognitive Digital Health Coach - Google Search - Google Chrome,Low Load,"Searching on Google typically involves browsing and finding information, which is a straightforward task and thus categorized as 'Low Load'.",5,98.74389392882065
2025-11-08 01:10:21,cognitive Digital Health Coach - Google Search - Google Chrome,Low Load,"Searching on Google typically involves browsing and finding information, which is a straightforward task and thus categorized as 'Low Load'.",5,98.74389392882065
2025-11-08 01:10:26,cognitive Digital Health Coach - Google Search - Google Chrome,Low Load,"Searching on Google typically involves browsing and finding information, which is a straightforward task and thus categorized as 'Low Load'.",5,98.74389392882065
2025-11-08 01:10:31,cognitive Digital Health Coach - Google Search - Google Chrome,Low Load,"Searching on Google typically involves browsing and finding information, which is a straightforward task and thus categorized as 'Low Load'.",5,98.74389392882065
2025-11-08 01:10:36,consolidate meaning - Google Search - Google Chrome,Low Load,"The window title indicates a Google search being performed in a web browser, which typically suggests simple browsing activity and does not usually involve deep or complex work.",5,98.74389392882065
2025-11-08 01:10:41,Google Gemini - Google Chrome,Low Load,"'Google Gemini - Google Chrome' indicates a simple web browsing activity, which is considered a light, non-intensive task.",5,98.74389392882065
2025-11-08 01:10:46,Google Gemini - Google Chrome,Low Load,"'Google Gemini - Google Chrome' indicates a simple web browsing activity, which is considered a light, non-intensive task.",5,98.74389392882065
2025-11-08 01:10:51,Google Gemini - Google Chrome,Low Load,"'Google Gemini - Google Chrome' indicates a simple web browsing activity, which is considered a light, non-intensive task.",5,98.74389392882065
2025-11-08 01:10:56,Google Gemini - Google Chrome,Low Load,"'Google Gemini - Google Chrome' indicates a simple web browsing activity, which is considered a light, non-intensive task.",5,98.74389392882065
2025-11-08 01:11:01,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:11:06,data.py - HackPrinceton - Visual Studio Code,High Load,"The window title indicates that the user is using Visual Studio Code, which is an IDE used for software development and coding. This typically involves complex problem-solving and deep work.",5,98.74389392882065
2025-11-08 01:11:11,activity_log01.csv - HackPrinceton - Visual Studio Code,High Load,"The window title indicates the use of Visual Studio Code, which is a software development tool. This implies deep and complex work typically associated with programming and code analysis, especially considering the filename 'activity_log01.csv' which suggests data-related tasks.",5,98.74389392882065
2025-11-08 01:11:16,activity_log01.csv - HackPrinceton - Visual Studio Code,High Load,"The window title indicates the use of Visual Studio Code, which is a software development tool. This implies deep and complex work typically associated with programming and code analysis, especially considering the filename 'activity_log01.csv' which suggests data-related tasks.",5,98.74389392882065
2025-11-08 01:11:21,activity_log01.csv - HackPrinceton - Visual Studio Code,High Load,"The window title indicates the use of Visual Studio Code, which is a software development tool. This implies deep and complex work typically associated with programming and code analysis, especially considering the filename 'activity_log01.csv' which suggests data-related tasks.",5,98.74389392882065
2025-11-08 01:11:26,activity_log01.csv - HackPrinceton - Visual Studio Code,High Load,"The window title indicates the use of Visual Studio Code, which is a software development tool. This implies deep and complex work typically associated with programming and code analysis, especially considering the filename 'activity_log01.csv' which suggests data-related tasks.",5,98.74389392882065
2025-11-08 01:11:31,activity_log01.csv - HackPrinceton - Visual Studio Code,High Load,"The window title indicates the use of Visual Studio Code, which is a software development tool. This implies deep and complex work typically associated with programming and code analysis, especially considering the filename 'activity_log01.csv' which suggests data-related tasks.",5,98.74389392882065
2025-11-08 01:11:36,activity_log01.csv - HackPrinceton - Visual Studio Code,High Load,"The window title indicates the use of Visual Studio Code, which is a software development tool. This implies deep and complex work typically associated with programming and code analysis, especially considering the filename 'activity_log01.csv' which suggests data-related tasks.",5,98.74389392882065
2025-11-08 01:11:41,WhatsApp,Communication,"WhatsApp is primarily used for messaging and calls, which involve communication and interaction with others. This fits the 'Communication' category, as the app is designed for reactive, interrupt-driven activities.",5,98.74389392882065
2025-11-08 01:11:46,Google Gemini - Google Chrome,Low Load,"'Google Gemini - Google Chrome' indicates a simple web browsing activity, which is considered a light, non-intensive task.",5,98.74389392882065
2025-11-08 01:11:51,Google Gemini - Google Chrome,Low Load,"'Google Gemini - Google Chrome' indicates a simple web browsing activity, which is considered a light, non-intensive task.",5,98.74389392882065
2025-11-08 01:11:56,Inbox (254) - raavip@clarkson.edu - Clarkson University Mail - Google Chrome,Communication,"The window title is related to email, which typically involves communication and handling messages, making it a reactive and interrupt-driven task.",5,98.74389392882065
2025-11-08 01:12:01,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:12:06,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:12:11,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:12:16,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:12:21,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:12:26,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:12:31,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:12:36,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:12:41,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:12:46,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:12:51,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:12:56,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:13:01,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:13:06,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:13:11,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:13:16,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:13:21,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:13:26,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:13:31,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:13:36,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:13:41,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:13:46,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:13:51,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:13:56,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:14:01,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:14:06,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:14:11,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:14:16,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:14:21,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:14:26,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:14:31,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:14:36,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:14:41,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:14:46,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:14:51,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:14:56,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:15:01,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:15:06,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:15:11,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:15:16,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:15:21,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:15:26,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:15:31,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:15:36,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:15:41,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:15:46,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:15:51,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:15:56,Cognitive Health Coach Features - Google Chrome,Low Load,"The window title 'Cognitive Health Coach Features - Google Chrome' indicates web browsing, likely passive reading or exploration of features, which corresponds to low cognitive demand.",5,98.74389392882065
2025-11-08 01:16:01,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
2025-11-08 01:16:06,Hack Princeton,High Load," 'Hack Princeton' is likely related to a hackathon event, which involves complex problem-solving, coding, and project development, all of which are high cognitive load activities.",5,98.74389392882065
